Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1991","1991","7021","Annual value","LCU","4089","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1992","1992","7021","Annual value","LCU","3822","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1993","1993","7021","Annual value","LCU","3215","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1994","1994","7021","Annual value","LCU","3854","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1995","1995","7021","Annual value","LCU","4132","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1996","1996","7021","Annual value","LCU","5189","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1997","1997","7021","Annual value","LCU","6654","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1998","1998","7021","Annual value","LCU","5759","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","1999","1999","7021","Annual value","LCU","4856","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2000","2000","7021","Annual value","LCU","4351","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2001","2001","7021","Annual value","LCU","4825","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2002","2002","7021","Annual value","LCU","5051","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2003","2003","7021","Annual value","LCU","5569","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2004","2004","7021","Annual value","LCU","6653","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2005","2005","7021","Annual value","LCU","6922","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2006","2006","7021","Annual value","LCU","6832","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2007","2007","7021","Annual value","LCU","11271","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2008","2008","7021","Annual value","LCU","9689","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2009","2009","7021","Annual value","LCU","8840","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7021","Annual value","LCU","8558","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7001","January","LCU","10229","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7002","February","LCU","9618","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7003","March","LCU","8673","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7004","April","LCU","8295","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7005","May","LCU","10932","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7006","June","LCU","11021","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7007","July","LCU","11785","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7008","August","LCU","9236","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7009","September","LCU","10017","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7010","October","LCU","11146","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7011","November","LCU","12348","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2010","2010","7012","December","LCU","11523","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7021","Annual value","LCU","10227","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7001","January","LCU","9677","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7002","February","LCU","9076","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7003","March","LCU","8398","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7004","April","LCU","8027","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7005","May","LCU","7982","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7006","June","LCU","8591","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7007","July","LCU","8993","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7008","August","LCU","9884","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7009","September","LCU","10891","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7010","October","LCU","11982","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7011","November","LCU","12986","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7012","December","LCU","12793","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7021","Annual value","LCU","9886","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7001","January","LCU","9641","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7002","February","LCU","9645","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7003","March","LCU","9921","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7004","April","LCU","10000","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7005","May","LCU","10242","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7006","June","LCU","10467","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7007","July","LCU","10326","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7008","August","LCU","9914","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7009","September","LCU","10584","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7010","October","LCU","10123","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7011","November","LCU","10160","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7012","December","LCU","10221","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7021","Annual value","LCU","7893","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7001","January","LCU","10526","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7002","February","LCU","10559","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7003","March","LCU","10158","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7004","April","LCU","9753","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7005","May","LCU","9799","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7006","June","LCU","9897","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7007","July","LCU","9578","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7008","August","LCU","9329","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7009","September","LCU","8480","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7010","October","LCU","8280","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7011","November","LCU","8126","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7012","December","LCU","8134","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7021","Annual value","LCU","7815","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7001","January","LCU","7914","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7002","February","LCU","7827","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7003","March","LCU","7482","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7004","April","LCU","6982","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7005","May","LCU","7034","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7006","June","LCU","7337","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7007","July","LCU","7870","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7008","August","LCU","8339","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7009","September","LCU","8055","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7010","October","LCU","7980","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7011","November","LCU","7878","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7012","December","LCU","7862","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7021","Annual value","LCU","9069.6","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7001","January","LCU","7895","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7002","February","LCU","7873","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7003","March","LCU","7723","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7004","April","LCU","7607","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7005","May","LCU","7674","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7006","June","LCU","7624","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7007","July","LCU","8029","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7008","August","LCU","8121","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7009","September","LCU","7614","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7010","October","LCU","7676","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7011","November","LCU","7698","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7012","December","LCU","7543","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7021","Annual value","LCU","8073.1","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7001","January","LCU","8358","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7002","February","LCU","8025","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7003","March","LCU","7798","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7004","April","LCU","7752","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7005","May","LCU","8170","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7006","June","LCU","8545","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7007","July","LCU","8759","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7008","August","LCU","9124","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7009","September","LCU","8668","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7010","October","LCU","8501","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7011","November","LCU","7606","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7012","December","LCU","8397","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7021","Annual value","LCU","8870","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7001","January","LCU","8137","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7002","February","LCU","7436","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7003","March","LCU","7483","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7004","April","LCU","7552","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7005","May","LCU","7664","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7006","June","LCU","8152","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7007","July","LCU","8084","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7008","August","LCU","7983","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7009","September","LCU","8282","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7010","October","LCU","8499","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7011","November","LCU","9372","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7012","December","LCU","9537","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7021","Annual value","LCU","9896","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7001","January","LCU","8524","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7002","February","LCU","7884","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7003","March","LCU","7685","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7004","April","LCU","7887","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7005","May","LCU","8129","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7006","June","LCU","8102","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7007","July","LCU","7673","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7008","August","LCU","8164","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7009","September","LCU","8344","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7010","October","LCU","8980","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7011","November","LCU","9751","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7012","December","LCU","9977","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7021","Annual value","LCU","10726","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7001","January","LCU","8927","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7002","February","LCU","7844","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7003","March","LCU","7629","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7004","April","LCU","7839","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7005","May","LCU","7834","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7006","June","LCU","7782","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7007","July","LCU","7694","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7008","August","LCU","8444","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7009","September","LCU","9562","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7010","October","LCU","11164","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7011","November","LCU","12087","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7012","December","LCU","11309","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7021","Annual value","LCU","9199.4","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7001","January","LCU","9284","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7002","February","LCU","8365.9","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7003","March","LCU","8669.3","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7004","April","LCU","9454.5","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7005","May","LCU","9319","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7006","June","LCU","9052","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7007","July","LCU","8910","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7008","August","LCU","9734.4","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7009","September","LCU","10492.2","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7010","October","LCU","10143.3","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7011","November","LCU","9629.1","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7012","December","LCU","9908.6","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7021","Annual value","LCU","8651.7","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7001","January","LCU","9554.1","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2022","2022","7021","Annual value","LCU","10814.7","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7021","Annual value","LCU","11672.7","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7001","January","LCU","10243","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7002","February","LCU","9848","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7003","March","LCU","9768.2","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7004","April","LCU","9899.9","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7005","May","LCU","9914","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7006","June","LCU","9959","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7007","July","LCU","10483","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7008","August","LCU","11986.5","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7009","September","LCU","13315.7","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7010","October","LCU","13266.9","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7011","November","LCU","11899.9","A","Official figure"
"PP","Producer Prices","764","Thailand","5530","Producer Price (LCU/tonne)","0113","Rice","2023","2023","7012","December","LCU","11737.5","A","Official figure"
"PP","Producer Prices","764","Thailand","5531","Producer Price (SLC/tonne)","0113","Rice","1991","1991","7021","Annual value","SLC","4089","A","Official figure"
"PP","Producer Prices","764","Thailand","5531","Producer Price (SLC/tonne)","0113","Rice","1992","1992","7021","Annual value","SLC","3822","A","Official figure"
